domain,split,stem,source_image,source_label,dest_image,dest_label,image_sha256,label_sha256,instances
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_0560,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0560.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0560.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0560.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0560.txt,34398e24eb3a80559824d5c9f59a3f6ba0d218733371c2a7fd8e005198350c1c,97028f5ec5763f2581c6e8bb20176f9f5408e60d27d1bcfa4cfe862d7f9b81c5,24
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_0595,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0595.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0595.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0595.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0595.txt,03f9bd9d9960cfbf11493b30fc562b2c8943f73c63b01ac3e9f83cec5022296e,bcee1ba9a1a333897c144f5d662bf52ce0511b93d9e8803d59a76fb96543df30,25
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_0630,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0630.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0630.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0630.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0630.txt,e3dc15923cb02ede750010558bebec493a9290e99ea37a2d61c484a9fc9ae632,97def9a7e4b946e370f1c34333358537ec4ee2006921f223249daf69d522be08,25
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_0665,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0665.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0665.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0665.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0665.txt,7abb222f376e9b57714edd1adda6f97befbec387d8fa3d422e56fd8f9a400467,9fc20f0bfe79c1502c3cf274222f05d0ccb8c40f9718698d1f121f17069e5c26,21
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_0700,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0700.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0700.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0700.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0700.txt,a1fac3278dfba720fd81edd0f36a5bf4abe999adf0f6267d6d049f3d8460d79e,b85bbd7947505f198d4cbed87f824ed774680646254a7f725f1f6a60bef09c0a,24
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_0770,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0770.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0770.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0770.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0770.txt,3b17595041afb80350a50766529724dfafa5c096056a26f1e5d081759e570176,aeee53a18cf5cf6f45f9ed5aebb9a8f4d7c45b38eb1182269081142bb9e2643a,21
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_0805,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0805.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0805.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0805.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0805.txt,a1ee3652fb8de778f8f2c62b1d0e0f3038a216944013659d2df3fd0853e205c8,711f3caff4c05f44db5b81e92acc415c731d541c5d0e31c330633ef77c214422,18
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_0840,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0840.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0840.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0840.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0840.txt,c6e33883bba14dceff484a394cae60c8ab1595d9c8be4161b98bf2f729acf858,516bbb71d4e1aeb8d4dbb2cc1c9cb54489a423bd58a68948181edf8cef033728,19
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_0875,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0875.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0875.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0875.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0875.txt,c9cb49fd2eef62734ae5e85afcff96ff28e190bf21f589259e7381772712eb07,fd0caaa1f95ad294635b351163c03512857fd11ad16623d2a63340f3945929fb,20
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_0910,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0910.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0910.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0910.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0910.txt,92c5332273ad33becb145637e15e289c6e0f7069d97422a237177a2ebe772d4e,d2dc725026d872bcc8e3473fb07ebfa6b7fadde27118790b61909b1f75e78f5e,21
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_0945,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0945.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0945.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0945.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0945.txt,9d47435b0a32678daad709978896f8679dcc6611d2820cccc0977e44ebe92775,95d4aa67fcc29216d2ed1e00d52a21386199cf24594b8e0ab47a60e9ab2a04bb,27
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_0980,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0980.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0980.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0980.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_0980.txt,d59e79102c4534fd71f03179518974c92d290ef3fca6b332fe026ba378da08d8,69f749437604fa1df3dd4af771ae90b89cf74d05e5e1e1df6a87ab6b49185f9c,32
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10010,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10010.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10010.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10010.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10010.txt,f95cceb8df8d4063d23e5cb5e501f94670d0ad1592c2d233bb8fe40df65add76,6f2457eaf367cc6e730062c9e7e76fd81e342a5ac5dec2d2f0712507460b48ff,37
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10045,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10045.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10045.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10045.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10045.txt,380de2115422df146e699ad53652aaf7f35bcc5a429e4e8d86eed4d30f79433f,c7155f6719cddd122977918b4a6b86abe6015ae9a3a08051ff8a76263b9cbc08,40
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10080,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10080.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10080.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10080.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10080.txt,0dec82a34022b86c5718089c98b59f29b65167fd2e04725c43da65aa6905123b,0a3c5d322494008c85f615690cec18347c4828185d04a14d980c465914ca270b,37
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10150,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10150.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10150.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10150.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10150.txt,6eea24a62ade078f83ca6a3eebb28901e87db65df494ae8f209f48c99f835c25,ce6dbe642890a16c540bc2164726324facf7004c13c7ed0231755e03a75dfc4c,27
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10185,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10185.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10185.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10185.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10185.txt,6a1f6012472013aafb163f783924bbaa326d8f2dcf807bf175bf6458ecc694a6,4dd525ddc87c51e9da0c6b2d6fbb177ea1eb0f09995057d3e09fdfbae1d9674a,30
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10220,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10220.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10220.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10220.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10220.txt,ff98486064fb46c79458eb9bc94e3ae5b1dff5c821a30b0ee7ff82f6a7e47b70,28aacf40f0a4610e269fdef30cb039e974f47e68c18fa32251df2c4dde214176,31
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10255,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10255.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10255.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10255.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10255.txt,de89d12637565a75451db8bd7797e45976bb71e14b7fab1f87d5710c2bcb2cf5,d8ffd7f39f535a3c57955a4a4472245328e20ddb0517ce1e409fccd07ab7dcb1,28
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10290,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10290.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10290.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10290.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10290.txt,3bdaadbd5504dfd97d727b59468cf4ff4f0cd1040180958373e8005b0a44349f,ca0c6e08b69cd366933e1dac1fb33a5e60d56144243bc379e49a1d969f0aa99b,29
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10325,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10325.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10325.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10325.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10325.txt,be046279810aa71e71a877c104f52957afbc050ba7194561f335aceb84594594,50b09d432d390c6adec60509dfded260bd447aee084f4e4dbc9fba6208fe5515,32
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10360,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10360.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10360.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10360.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10360.txt,3b6cec40ec7ef459ea84b360fb5bfee6a9b2a7cb1b3033c03a6e31c084ddcf6a,526b224d8b6e85ee3d382d44025875a51e4c0cd487f9ed6ceb06887401ed9249,37
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10395,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10395.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10395.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10395.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10395.txt,259adbccd95887e5138013d8b0ae9e7e489c5ad15eeecd43893de934c305731a,23abd7683031d85ec0d6feb7ec9f118a37b3f8ea2aca153376ac6637035b4ee1,35
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10430,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10430.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10430.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10430.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10430.txt,7824394e338f866fbbb1adf91f64212ebc28323e2064dd6effdf6e9f08db10a6,5b19507aca3e1d2da12ef82a39c9482892bb22b15d20795d8968423926e848b4,35
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10465,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10465.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10465.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10465.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10465.txt,19097699754213c97a1e8e7bb4b3f9bb8a85dcc95e36cea217fd574760f281ac,f2b265f7511e05be0356837dcdf67ee87bcc283b6cc81782882c70d1fe56230b,36
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_1050,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_1050.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_1050.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_1050.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_1050.txt,d24a49fa8f3019ac4035ca5c83cac79e4ead914115a721f4b9efbb3ad770d2d6,705af1fdf062db62dd51d881a71fb488e8a3a6aa7791fa4d8c8c559fbd9d76f5,35
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10500,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10500.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10500.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10500.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10500.txt,786c3b85e5e6a815fb6a421ddc1b7dd47bdcbad1414fc5233e3c92f3a2e11829,d6d83ffac1a49e1efb6036133c26fc8da99d3bb2f5ef2966781bde097f5cc3bb,34
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10570,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10570.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10570.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10570.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10570.txt,4bae5da510a0bfefd217d49fbab53ffaf0c385b2df53e6a51cf52b755fa6bdc0,3117482c16dde07e0b387423506780522c2f00ec0efe5c20bbbdbb608827bd99,34
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10640,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10640.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10640.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10640.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10640.txt,907b265085cc1c717beae94427fbb662ad309454462f27e8055f22abac300147,23fdbf014bc045dba5007be934238e14342d53f55257d9dcd39d8efbe8945e76,37
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10675,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10675.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10675.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10675.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10675.txt,c7c191695f948ef4ed105aae91d98e316415ea600d0b8b5242fdfa8014986680,f2734a7ee0d3c5d4fd5ff546693952ead88d21a1e157e7fe8ff040e1edd39a73,31
eo,train,day_eo_22_03_day_drone_mount_eo_nvrec1_10710,..\datasets\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10710.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10710.txt,data\raw\indraeye_seg\eo\images\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10710.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_22_03_day_drone_mount_eo_nvrec1_10710.txt,ae41d118523ee668c0b38d4f8d28ee76ba8f955f20428fe83f7d81013a49d82d,5849f6b8e69626412831245c5e5e86663d7b3fef5516cc5f9dc7faa86cdd894e,35
